Stock,Date,Open,High,Low,Close,Volume,PctChange
LT,15-02-2024,3309,3321.95,3290.2,3300.3,2000000,-0.26
LT,14-02-2024,3290.05,3316.95,3263.05,3309,2500000,-0.38
LT,13-02-2024,3312,3338.55,3284.1,3321.5,2150000,0.67
LT,12-02-2024,3330,3339.15,3287,3299.55,1920000,-0.75
LT,09-02-2024,3336.25,3390,3308.95,3324.55,3120000,-0.33
LT,08-02-2024,3413,3417.8,3293.85,3335.5,3470000,-1.74
LT,07-02-2024,3445,3447,3389,3394.7,2100000,-0.86
LT,06-02-2024,3346,3427.75,3337.55,3424.25,2550000,2.47
LT,05-02-2024,3375.5,3407.95,3318.45,3341.75,2950000,-1.02
LT,02-02-2024,3402.7,3436.35,3361,3376.05,7580000,-0.65
LT,01-02-2024,3480,3493.75,3371,3398,6150000,-2.35
LT,31-01-2024,3520,3538,3387.05,3479.75,9640000,-4.23
LT,30-01-2024,3715.95,3737.9,3624.9,3633.3,1450000,-2.01
LT,29-01-2024,3604,3733.85,3600.1,3708,2070000,3.19
LT,25-01-2024,3599.9,3618.25,3564.8,3593.45,2210000,0.12
LT,24-01-2024,3570,3617.95,3521.7,3589.2,3710000,1.08
LT,23-01-2024,3637.6,3661.35,3536.2,3551,1740000,-2.3
LT,20-01-2024,3667,3670,3621.05,3634.5,468510,-0.32
LT,19-01-2024,3603,3655.85,3603,3646,1910000,1.39
LT,18-01-2024,3570.8,3616.95,3525,3596,2150000,0.7
LT,17-01-2024,3555,3614.45,3547.7,3570.95,2700000,-0.07
LT,16-01-2024,3548,3589,3538,3573.5,1790000,0.86
LT,15-01-2024,3576.1,3605.7,3538.05,3543.05,1780000,-0.72
LT,12-01-2024,3505.05,3578.65,3494.05,3568.8,1780000,1.82
LT,11-01-2024,3545.5,3559.55,3500.55,3504.85,1110000,-1.15
LT,10-01-2024,3549.95,3558.95,3520,3545.5,1530000,-0.29
LT,09-01-2024,3527.45,3593.75,3520.1,3555.95,1810000,1.57
LT,08-01-2024,3540,3559.95,3490,3501.1,1990000,-0.59
LT,05-01-2024,3464.95,3555,3460,3521.9,2070000,1.83
LT,04-01-2024,3441.05,3480.1,3423,3458.7,1650000,0.53
LT,03-01-2024,3433,3465.85,3411.6,3440.35,1280000,0.07
LT,02-01-2024,3525.05,3525.45,3432,3438.1,1510000,-2.48
LT,01-01-2024,3538,3538,3496.05,3525.45,777080,-0.02
LT,29-12-2023,3531,3540,3495,3526,968580,0.23
LT,28-12-2023,3545,3559.95,3500.5,3518.05,3370000,-0.73
LT,27-12-2023,3510,3549,3504.15,3544,1390000,1.55
LT,26-12-2023,3477.95,3508.35,3477.95,3490.05,1070000,0.35
LT,22-12-2023,3424,3496,3408.6,3477.95,1680000,1.57
LT,21-12-2023,3390.05,3439.95,3333,3424.15,2290000,0.17
LT,20-12-2023,3505,3514.6,3412.55,3418.5,1880000,-2.3
LT,19-12-2023,3488.95,3525,3476.05,3498.95,1310000,0.21
LT,18-12-2023,3496,3506,3466,3491.6,1770000,0.1
LT,15-12-2023,3435.15,3498.9,3432.85,3488,2630000,1.6
LT,14-12-2023,3425.95,3440,3400.1,3433.1,2430000,0.98
LT,13-12-2023,3352.95,3410,3346.2,3399.8,1510000,1.72
LT,12-12-2023,3375,3375,3332,3342.4,1890000,-1.28
LT,11-12-2023,3377.95,3405,3360,3385.8,1530000,0.22
LT,08-12-2023,3377,3430,3366,3378.45,2430000,0.68
LT,07-12-2023,3392.3,3409.9,3337.05,3355.6,2130000,-1.08
LT,06-12-2023,3330,3401,3321,3392.3,2060000,2.32
LT,05-12-2023,3319.05,3325,3279.05,3315.45,1660000,0.06
LT,04-12-2023,3285,3347.55,3250,3313.55,3100000,3.85
LT,01-12-2023,3129.95,3197.95,3121.05,3190.65,2110000,2.62
LT,30-11-2023,3076.3,3124.55,3058.7,3109.2,3130000,0.83
LT,29-11-2023,3050,3089.9,3049,3083.75,1800000,1.11
LT,28-11-2023,3054,3059.15,3035,3050,1210000,-0.14
LT,24-11-2023,3050,3067,3039.6,3054.25,915120,0.28
LT,23-11-2023,3080,3088,3031.05,3045.65,1510000,-1.19
LT,22-11-2023,3074.85,3088.65,3062.5,3082.3,1100000,0.24
LT,21-11-2023,3088.5,3099,3062.45,3074.85,1880000,-0.45
LT,20-11-2023,3095.1,3111.95,3076.2,3088.8,1230000,-0.65
LT,17-11-2023,3050,3115.45,3045.15,3109,1330000,1.9
LT,16-11-2023,3057.95,3082.1,3045,3051.15,1600000,-0.45
LT,15-11-2023,3062.35,3071.05,3055,3064.95,1160000,0.54
LT,13-11-2023,3050,3054.35,3031.65,3048.5,531770,-0.11
LT,12-11-2023,3054.95,3060,3047,3052,256270,0.62
LT,10-11-2023,3021.05,3044,3005.25,3033.25,947750,0.28
LT,09-11-2023,3003,3028.7,2997,3024.85,1720000,0.95
LT,08-11-2023,2974.7,3002.75,2961,2996.45,1010000,1.19
LT,07-11-2023,2970,2983.6,2956.1,2961.3,1110000,-0.48
LT,06-11-2023,2933,2979,2927.25,2975.45,1240000,2.21
LT,03-11-2023,2934,2948.05,2905,2911.25,1140000,-0.23
LT,02-11-2023,2935,2937.85,2903.2,2918.1,1450000,0.79
LT,01-11-2023,2947.45,2983.15,2871.05,2895.3,3880000,-1.15
LT,31-10-2023,2929.95,2951.55,2907.95,2929.05,1560000,0.09
LT,30-10-2023,2899.2,2932,2856.15,2926.35,1690000,0.84
LT,27-10-2023,2864.65,2910.55,2857.65,2901.9,2400000,1.3
LT,26-10-2023,2906,2916.15,2857.05,2864.6,3290000,-1.77
LT,25-10-2023,2959,2965.5,2910.3,2916.1,2110000,-1.43
LT,23-10-2023,3003,3006.9,2949,2958.3,1610000,-1.79
LT,20-10-2023,3039.95,3056.25,2977.3,3012.35,1670000,-1.38
LT,19-10-2023,3025.6,3069.9,3007.15,3054.4,1600000,0.29
LT,18-10-2023,3068.65,3079.15,3037.15,3045.6,1350000,-0.68
LT,17-10-2023,3109.9,3114.2,3063,3066.3,1850000,-1.15
LT,16-10-2023,3098.95,3113.25,3074.7,3101.9,818790,0.4
LT,13-10-2023,3067.75,3099,3063.5,3089.6,1440000,0.25
LT,12-10-2023,3094,3105.05,3067.05,3081.75,1870000,-0.23
LT,11-10-2023,3090,3110,3084.4,3088.7,2070000,0.41
LT,10-10-2023,3073.85,3099,3072.15,3076,1550000,0.04
LT,09-10-2023,3075,3085,3055.55,3074.7,1180000,-0.61
LT,06-10-2023,3114.95,3114.95,3073.15,3093.7,1900000,-0.08
LT,05-10-2023,3032.55,3114.9,3032.55,3096.05,3410000,2.26
LT,04-10-2023,3064.1,3064.1,2990.05,3027.75,3100000,-1.48
LT,03-10-2023,3040.5,3077.45,2995.1,3073.25,3250000,1.64
LT,29-09-2023,3040,3058.35,3005.25,3023.55,2700000,0.45
LT,28-09-2023,2989,3050.5,2978.25,3010,4080000,1.52
LT,27-09-2023,2922,2994.9,2911.65,2965.05,2900000,1.8
LT,26-09-2023,2915,2944,2910,2912.55,953460,0.35
LT,25-09-2023,2917.95,2923.8,2871,2902.5,1050000,-0.55
LT,22-09-2023,2908.7,2936.45,2902.25,2918.5,1970000,0.66
LT,21-09-2023,2885.05,2905.1,2846.05,2899.35,2440000,0.32
LT,20-09-2023,2926.95,2944.95,2886.05,2890,1400000,-1.02
LT,18-09-2023,2910,2930,2907,2919.85,736630,0.39
LT,15-09-2023,2933,2934.95,2900,2908.55,1660000,-0.34
LT,14-09-2023,2924.9,2931.65,2906,2918.6,1910000,0.41
LT,13-09-2023,2943.5,2943.7,2888.45,2906.75,2460000,-1.27
LT,12-09-2023,2951.6,3009,2932.45,2944.1,7790000,1.72
LT,11-09-2023,2905,2926,2890.05,2894.2,1550000,-0.26
LT,08-09-2023,2888,2928.7,2872.45,2901.6,3640000,1.94
LT,07-09-2023,2733,2855.95,2730,2846.4,4100000,4.25
LT,06-09-2023,2740,2742.8,2712,2730.45,1750000,-0.09
LT,05-09-2023,2720.5,2739,2720,2732.95,1070000,0.81
LT,04-09-2023,2733,2742,2705,2711.1,1550000,0.33
LT,01-09-2023,2710,2715.95,2688.3,2702.1,1260000,-0.02
LT,31-08-2023,2720,2724.6,2678.35,2702.7,2440000,-0.23
LT,30-08-2023,2722.95,2737.65,2707,2709,1920000,-0.37
LT,29-08-2023,2710,2722.1,2696.3,2718.95,1100000,0.88
LT,28-08-2023,2653.55,2700,2650.05,2695.35,1550000,2.16
LT,25-08-2023,2677.45,2682.7,2631,2638.4,1410000,-1.85
LT,24-08-2023,2747.5,2766.8,2680.6,2688.15,2620000,-1.08
LT,23-08-2023,2689.55,2726,2682.45,2717.6,1990000,1.45
LT,22-08-2023,2668,2685.65,2662,2678.8,1500000,0.62
LT,21-08-2023,2641.85,2666.6,2623.45,2662.25,1380000,0.77
LT,18-08-2023,2650,2674.7,2632.75,2641.95,1900000,-0.4
LT,17-08-2023,2691.05,2691.05,2642,2652.5,1630000,-1.43
LT,16-08-2023,2669,2695,2652.05,2691.05,1700000,1.17
LT,14-08-2023,2637,2663.55,2616,2659.9,1360000,0.81
LT,11-08-2023,2642.05,2656.9,2631.25,2638.5,1320000,-0.19
LT,10-08-2023,2640.1,2661.6,2621.65,2643.5,1040000,-0.31
LT,09-08-2023,2635,2655,2615.25,2651.6,906870,0.74
LT,08-08-2023,2639.05,2649.5,2628.3,2632.2,767310,-0.14
LT,07-08-2023,2628,2654,2623.1,2635.9,1160000,0.34
LT,04-08-2023,2605,2635,2598.5,2626.9,1100000,1.11
LT,03-08-2023,2615,2642.75,2586.3,2598.1,1610000,-0.92
LT,02-08-2023,2638,2644.95,2602.7,2622.15,1480000,-1.45
LT,01-08-2023,2675.32,2682.95,2649.38,2660.65,1300000,-0.55
LT,31-07-2023,2649.03,2683.95,2625.18,2675.32,1280000,1.2
LT,28-07-2023,2654.17,2662.15,2619.09,2643.59,1330000,-0.4
LT,27-07-2023,2662.95,2670.33,2640.5,2654.22,2120000,0.53
LT,26-07-2023,2585.17,2667.83,2579.18,2640.3,5820000,3.33
LT,25-07-2023,2610.11,2611.86,2547.26,2555.14,2070000,-1.7
LT,24-07-2023,2631.72,2632.06,2578.09,2599.39,2160000,0.73
LT,21-07-2023,2516.33,2589.16,2515.43,2580.43,4610000,3.88
LT,20-07-2023,2488.39,2490.08,2463.5,2484.1,1050000,-0.18
LT,19-07-2023,2469.03,2497.32,2460.85,2488.54,1430000,0.79
LT,18-07-2023,2463.45,2484.35,2462.55,2469.13,720870,0.24
LT,17-07-2023,2469.43,2488.39,2459.45,2463.25,878700,-0.14
LT,14-07-2023,2444.74,2471.48,2443.14,2466.69,845620,0.9
LT,13-07-2023,2460.45,2479.31,2440.75,2444.64,1140000,-0.2
LT,12-07-2023,2474.72,2480.36,2442.29,2449.43,1820000,-0.79
LT,11-07-2023,2441.69,2473.42,2441.69,2468.98,1220000,1.47
LT,10-07-2023,2444.49,2457.81,2414.55,2433.26,1180000,-0.43
LT,07-07-2023,2477.16,2498.37,2439.1,2443.84,1840000,-1.58
LT,06-07-2023,2462.55,2494.32,2462,2483,1800000,0.72
LT,05-07-2023,2455.46,2479.36,2448.83,2465.24,1190000,0.36
LT,04-07-2023,2452.67,2478.81,2452.67,2456.31,1440000,0.32
LT,03-07-2023,2472.62,2486.79,2442.49,2448.53,1080000,-0.87
LT,30-06-2023,2414.55,2477.91,2409.62,2469.98,2690000,2.23
LT,28-06-2023,2394.6,2427.43,2384.67,2416,1730000,1.4
LT,27-06-2023,2382.08,2391.56,2366.21,2382.68,1010000,0.44
LT,26-06-2023,2392.7,2398.44,2362.62,2372.2,793570,-0.5
LT,23-06-2023,2413.51,2421.54,2377.89,2384.17,1210000,-1.1
LT,22-06-2023,2389.21,2418.55,2374.65,2410.81,1740000,0.91
LT,21-06-2023,2376.64,2406.57,2376.64,2389.06,1610000,0.52
LT,20-06-2023,2359.63,2384.27,2349.15,2376.64,1770000,0.66
LT,19-06-2023,2373.65,2414.46,2355.69,2361.03,3110000,-0.02
LT,16-06-2023,2358.43,2374.65,2346.96,2361.48,1790000,0.23
LT,15-06-2023,2349.7,2364.17,2343.72,2355.99,2560000,0.27
LT,14-06-2023,2347.61,2354.69,2334.74,2349.75,1010000,0.03
LT,13-06-2023,2340.57,2352.59,2321.86,2349.1,1690000,0.62
LT,12-06-2023,2359.68,2364.67,2327.85,2334.69,1170000,-0.98
LT,09-06-2023,2339.72,2363.52,2332.99,2357.68,2500000,0.97
LT,08-06-2023,2311.74,2339.77,2307.55,2335.03,2560000,1.07
LT,07-06-2023,2272.88,2312.78,2272.88,2310.29,2130000,1.65
LT,06-06-2023,2263.9,2275.57,2258.61,2272.82,1680000,0.43
LT,05-06-2023,2239.95,2267.69,2234.96,2263.2,2340000,1.51
LT,02-06-2023,2216,2232.27,2207.17,2229.52,1400000,1.21
LT,01-06-2023,2212.01,2217,2197.2,2202.83,1050000,0.1
LT,31-05-2023,2196.15,2219,2195.05,2200.69,2810000,-0.23
LT,30-05-2023,2224.98,2231.97,2202.23,2205.83,1720000,-0.62
LT,29-05-2023,2219.99,2236.76,2215.21,2219.54,1370000,0.27
LT,26-05-2023,2204.03,2215.75,2196.05,2213.46,1250000,0.62
LT,25-05-2023,2185.07,2202.33,2173.1,2199.74,1690000,0.89
LT,24-05-2023,2195.05,2203.53,2171.1,2180.23,2650000,-0.57
LT,23-05-2023,2220.59,2223.59,2189.06,2192.71,2270000,-0.85
LT,22-05-2023,2185.07,2217,2173.5,2211.61,1110000,1.21
LT,19-05-2023,2187.07,2194.1,2163.62,2185.12,1730000,0.08
LT,18-05-2023,2224.98,2228.52,2176.09,2183.28,2290000,-1.41
LT,17-05-2023,2219.34,2238.95,2205.23,2214.61,1960000,-0.34
LT,16-05-2023,2249.53,2249.93,2218.1,2222.19,2530000,-0.87
LT,15-05-2023,2215.9,2254.92,2210.02,2241.79,2660000,1.16
LT,12-05-2023,2217.65,2229.97,2192.41,2216.1,5370000,-0.94
LT,11-05-2023,2294.82,2308.84,2232.32,2237.1,9470000,-5.17
LT,10-05-2023,2381.63,2383.57,2344.71,2359.13,1680000,-0.42
LT,09-05-2023,2362.32,2396.5,2362.32,2369.01,1420000,0.38
LT,08-05-2023,2372.1,2379.63,2348.75,2360.08,1580000,-0.51
LT,05-05-2023,2351.7,2401.53,2351.7,2372.15,2430000,0.87
LT,04-05-2023,2356.49,2376.29,2337.58,2351.6,1230000,0.03
LT,03-05-2023,2378.74,2384.62,2343.22,2351,998240,-1.18
LT,02-05-2023,2367.86,2410.91,2367.86,2379.08,1840000,0.85
LT,28-04-2023,2307.1,2363.67,2307.1,2359.08,2880000,2.55
LT,27-04-2023,2270.63,2304.8,2262,2300.41,1250000,1.29
LT,26-04-2023,2242.79,2282.15,2239,2271.03,1890000,1.25
LT,25-04-2023,2226.03,2248.93,2213.11,2242.89,1350000,0.85
LT,24-04-2023,2215,2227.68,2181.63,2223.89,1240000,0.62
LT,21-04-2023,2235.11,2237.95,2197.05,2210.22,1010000,-0.79
LT,20-04-2023,2219.99,2246.38,2217.25,2227.73,1900000,0.59
LT,19-04-2023,2203.13,2229.97,2203.13,2214.61,1970000,0.14
LT,18-04-2023,2215,2224.98,2183.08,2211.61,2850000,0.12
LT,17-04-2023,2253.67,2268.68,2196.2,2209.02,4130000,-1.98
LT,13-04-2023,2289.64,2289.84,2237.4,2253.67,1960000,-1.3
LT,12-04-2023,2298.82,2307.5,2276.82,2283.35,1170000,-0.56
LT,11-04-2023,2314.78,2324.76,2282.15,2296.32,1340000,-0.35
LT,10-04-2023,2279.76,2314.68,2272.92,2304.5,1960000,1.56
LT,06-04-2023,2252.67,2286.49,2249.38,2269.13,2390000,0.73
LT,05-04-2023,2165.12,2257.41,2160.13,2252.67,2760000,4.04
LT,03-04-2023,2175.09,2178.59,2150.15,2165.27,1230000,0.27
LT,31-03-2023,2151.65,2172.05,2145.71,2159.33,1490000,0.78
LT,29-03-2023,2132.84,2154.44,2116.23,2142.62,2370000,0.65
LT,28-03-2023,2162.87,2164.92,2117.67,2128.8,1630000,-0.95
LT,27-03-2023,2170.16,2185.07,2145.16,2149.15,1540000,-0.56
LT,24-03-2023,2201.04,2214.36,2148.21,2161.28,1450000,-1.84
LT,23-03-2023,2209.02,2236.96,2195.6,2201.69,2460000,-0.33
LT,22-03-2023,2214.51,2241.2,2202.93,2208.97,1960000,0.25
LT,21-03-2023,2177.79,2221.99,2177.09,2203.48,3180000,1.42
LT,20-03-2023,2186.17,2200.04,2147.16,2172.65,2000000,-0.83
LT,17-03-2023,2181.78,2223.89,2181.78,2190.81,3290000,1.02
LT,16-03-2023,2179.98,2182.08,2127.2,2168.71,2950000,-0.14
LT,15-03-2023,2159.33,2207.47,2155.14,2171.75,3040000,1.51
LT,14-03-2023,2139.52,2166.11,2129.6,2139.38,2870000,0.49
LT,13-03-2023,2159.18,2174.05,2102.26,2129.05,2330000,-1.11
LT,10-03-2023,2166.61,2177.09,2128.2,2153,1900000,-1.61
LT,09-03-2023,2170.06,2194.05,2166.61,2188.26,1870000,1.03
LT,08-03-2023,2147.16,2184.67,2135.78,2165.92,2970000,1.38
LT,06-03-2023,2153.39,2179.93,2134.99,2136.33,1820000,-0.51
LT,03-03-2023,2135.19,2155.04,2127.45,2147.21,1820000,1.44
LT,02-03-2023,2125.16,2144.17,2102.81,2116.83,1730000,0.3
LT,01-03-2023,2095.27,2125.21,2095.27,2110.54,1390000,0.29
LT,28-02-2023,2110.24,2133.49,2080.31,2104.4,2110000,-0.22
LT,27-02-2023,2129.25,2135.08,2077.42,2108.94,1400000,-0.95
LT,24-02-2023,2155.14,2167.41,2113.98,2129.25,1480000,-1.16
LT,23-02-2023,2199.04,2203.23,2148.66,2154.29,2000000,-1.62
LT,22-02-2023,2223.99,2235.96,2177.14,2189.81,2100000,-1.56
LT,21-02-2023,2233.96,2256.91,2217.7,2224.43,1880000,0.18
LT,20-02-2023,2228.67,2246.93,2210.02,2220.49,1780000,-0.04
LT,17-02-2023,2164.92,2243.94,2155.14,2221.34,3750000,2.21
LT,16-02-2023,2181.88,2197.34,2166.81,2173.4,2460000,0.15
LT,15-02-2023,2181.08,2182.93,2152.4,2170.16,1950000,-0.76
LT,14-02-2023,2210.02,2211.01,2177.24,2186.72,1870000,-0.53
LT,13-02-2023,2168.11,2205.43,2155.34,2198.34,2980000,1.82
LT,10-02-2023,2135.39,2165.07,2132.74,2158.98,1450000,0.77
LT,09-02-2023,2145.16,2147.11,2130.9,2142.57,1560000,0.78
LT,08-02-2023,2155.69,2170.36,2120.77,2126.06,1450000,-1.59
LT,07-02-2023,2157.39,2167.11,2145.21,2160.43,1090000,0.43
LT,06-02-2023,2159.38,2176.69,2137.48,2151.25,1330000,-0.48
LT,03-02-2023,2172.05,2176.94,2126.25,2161.68,2050000,1.01
LT,02-02-2023,2130.79,2162.07,2103.11,2140.07,3490000,-0.03
LT,01-02-2023,2128.2,2210.96,2075.62,2140.72,6870000,1
LT,31-01-2023,2115.18,2127.95,2067.99,2119.62,4520000,0.54
LT,30-01-2023,2124.61,2168.36,2079.11,2108.15,3440000,-2.17
LT,27-01-2023,2169.81,2190.06,2122.31,2154.99,1650000,-0.68
LT,25-01-2023,2196.05,2200.04,2150.15,2169.81,2130000,-1.49
LT,24-01-2023,2239.65,2247.23,2195.05,2202.53,1040000,-1.16
LT,23-01-2023,2249.93,2268.19,2221.99,2228.48,1470000,-0.73
LT,20-01-2023,2277.31,2292.48,2233.41,2244.89,1960000,-1.02
LT,19-01-2023,2254.76,2278.66,2235.96,2267.99,2180000,0.29
LT,18-01-2023,2216,2269.68,2195.05,2261.4,4090000,2.41
LT,17-01-2023,2135.08,2212.81,2131.59,2208.12,4650000,3.55
LT,16-01-2023,2142.17,2156.14,2127.5,2132.39,1010000,-0.75
LT,13-01-2023,2157.04,2159.98,2112.44,2148.55,2180000,-0.29
LT,12-01-2023,2113.33,2159.78,2113.33,2154.89,2730000,1.62
LT,11-01-2023,2101.36,2135.19,2092.38,2120.57,1460000,0.89
LT,10-01-2023,2127.1,2127.1,2092.48,2101.91,1430000,-0.71
LT,09-01-2023,2103.26,2122.51,2096.02,2116.93,1840000,1.68
LT,06-01-2023,2085.5,2116.93,2067.19,2081.85,1880000,-0.04
LT,05-01-2023,2075.32,2094.48,2063.85,2082.65,1880000,0.81
LT,04-01-2023,2086.25,2096.72,2053.37,2065.89,1020000,-0.88
LT,03-01-2023,2083.3,2092.08,2063.3,2084.25,1260000,-0.02
LT,02-01-2023,2088.19,2092.88,2070.38,2084.75,807340,0.18
LT,30-12-2022,2110.24,2128.2,2076.42,2081.11,1190000,-1.19
LT,29-12-2022,2104.9,2115.78,2089.44,2106.15,1520000,-0.48
LT,28-12-2022,2124.21,2131.19,2108.89,2116.33,1150000,-0.14
LT,27-12-2022,2096.82,2123.21,2080.31,2119.32,1060000,1.58
LT,26-12-2022,2048.13,2103.26,2046.39,2086.34,1150000,1.37
LT,23-12-2022,2089.79,2099.42,2045.49,2058.11,2030000,-2.24
LT,22-12-2022,2139.18,2143.52,2092.18,2105.2,1990000,-1.69
LT,21-12-2022,2148.26,2170.06,2138.03,2141.47,1980000,-0.78
LT,20-12-2022,2175,2175,2133.19,2158.38,1750000,-0.95
LT,19-12-2022,2166.11,2182.53,2150.2,2179.09,1590000,0.41
LT,16-12-2022,2156.14,2206.62,2156.14,2170.11,2820000,-0.12
LT,15-12-2022,2191.76,2204.03,2168.71,2172.65,1320000,-0.82
LT,14-12-2022,2172.05,2205.03,2170.16,2190.51,1520000,1.04
LT,13-12-2022,2165.12,2170.8,2147.66,2168.01,1230000,0.43
LT,12-12-2022,2144.06,2164.12,2129.75,2158.83,1540000,0.45
LT,09-12-2022,2163.12,2189.41,2132.69,2149.2,2570000,-0.63
LT,08-12-2022,2115.23,2170.11,2115.23,2162.82,3740000,2.06
LT,07-12-2022,2091.58,2139.18,2091.58,2119.22,3440000,1.46
LT,06-12-2022,2076.32,2095.27,2062.35,2088.79,1530000,0.38
LT,05-12-2022,2091.23,2092.08,2064.2,2080.91,1770000,0
LT,02-12-2022,2091.38,2094.18,2064.49,2080.81,1960000,-0.89
LT,01-12-2022,2080.56,2105.25,2074.77,2099.51,2610000,1.42
LT,30-11-2022,2048.38,2081.31,2040.4,2070.18,2100000,1.19
LT,29-11-2022,2065.34,2067.34,2034.01,2045.94,1410000,-0.67
LT,28-11-2022,2059.71,2067.34,2047.38,2059.8,1110000,0.08
LT,25-11-2022,2056.36,2091.08,2053.82,2058.11,2650000,0.51
LT,24-11-2022,2025.93,2055.36,2023.84,2047.58,1610000,1.34
LT,23-11-2022,2034.36,2039.4,2013.46,2020.44,1050000,-0.24
LT,22-11-2022,2017,2028.57,2015.06,2025.23,1340000,0.91
LT,21-11-2022,2014.46,2028.43,2002.48,2006.92,714690,-0.64
LT,18-11-2022,2034.41,2046.33,2002.33,2019.9,1250000,-0.25
LT,17-11-2022,1997.5,2054.37,1996.6,2024.98,3790000,1.3
LT,16-11-2022,1981.53,2005.33,1980.58,1999.09,1200000,0.35
LT,15-11-2022,1998.49,2012.46,1973.65,1992.06,1450000,-0.16
LT,14-11-2022,2008.52,2017.35,1990.76,1995.3,1180000,-0.56
LT,11-11-2022,1999.09,2014.26,1987.47,2006.57,1200000,1.69
LT,10-11-2022,1990.51,1997.35,1965.77,1973.2,1260000,-1.29
LT,09-11-2022,2020.49,2032.37,1991.76,1998.99,1300000,-0.7
LT,07-11-2022,2016.85,2027.43,1988.52,2013.11,1400000,0.13
LT,04-11-2022,2005.48,2024.78,2000.24,2010.57,2310000,0.32
LT,03-11-2022,2001.49,2017.95,1988.52,2004.18,1050000,-0.23
LT,02-11-2022,2031.92,2037.41,1995.5,2008.77,1890000,-0.55
LT,01-11-2022,2027.43,2051.37,1985.57,2019.9,4460000,0.07
LT,31-10-2022,1981.53,2030.07,1973.75,2018.55,3180000,2.43
LT,28-10-2022,1967.56,1981.53,1959.38,1970.61,2010000,0.56
LT,27-10-2022,1947.71,1967.41,1945.51,1959.63,2250000,0.77
LT,25-10-2022,1910.69,1950.25,1887.29,1944.71,2140000,2.06
LT,24-10-2022,1901.71,1915.58,1895.72,1905.45,269400,1.76
LT,21-10-2022,1909.39,1920.67,1862.9,1872.53,2230000,-1.44
LT,20-10-2022,1894.38,1913.48,1882.06,1899.87,1370000,-0.04
LT,19-10-2022,1915.68,1942.62,1897.37,1900.61,1640000,-0.69
